recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,recordist,license,remarks,background_species,status
XC149403,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,0,2012-12-12,08:23,,Rating,32.5583,-117.103,10,E,various calls from small flock,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,various calls from small flock,White-crowned Sparrow Zonotrichia leucophrys,success
XC149405,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,alarm,,,0,2012-03-03,09:15,,Rating,32.5583,-117.103,10,E,a least one individual in flock is making the high-pitched trill that I usually hear as an alarm for overflying hawks,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a least one individual in flock is making the high-pitched trill that I usually hear as an alarm for overflying hawks,White-crowned Sparrow Zonotrichia leucophrys,success
XC149406,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,0,2012-04-04,13:23,,Rating,30.5965,-103.9334,1500,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC149591,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,song,,,0,2013-06-10,8:56,,Rating,39.6071,-120.4803,2100,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC149911,Botaurus lentiginosus,Botaurus,lentiginosus,,American Bittern,call,,,0,2013-06-21,23:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Sora Porzana carolina,success
XC149941,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,0,2013-10-05,15:26,,Rating,46.9872,-70.5887,30,E,"Habitat: mature mixed forest with clearings. Foraging with a small flock of Black-capped Chickadee, Dark-eyed Junco and Ruby-crowned Kinglet.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Habitat: mature mixed forest with clearings. Foraging with a small flock of Black-capped Chickadee, Dark-eyed Junco and Ruby-crowned Kinglet.",none,success
XC150015,Mareca americana,Mareca,americana,,American Wigeon,call,,,0,2013-06-02,05:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Lincoln's Sparrow Melospiza lincolnii,success
XC150063,Mareca americana,Mareca,americana,,American Wigeon,call,,,0,2013-06-09,06:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC150215,Haliaeetus leucocephalus,Haliaeetus,leucocephalus,,Bald Eagle,call,,adult,0,2013-10-08,10:22,,Rating,28.5785,-80.9961,0,E,adult called shortly after landing in palm tree over marsh,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,adult called shortly after landing in palm tree over marsh,none,success
XC150216,Haliaeetus leucocephalus,Haliaeetus,leucocephalus,,Bald Eagle,call,,adult,0,2013-10-08,08:47,,Rating,28.5785,-80.9961,0,E,"not seen calling, but I saw two adults perched on trees over marsh",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"not seen calling, but I saw two adults perched on trees over marsh",none,success
XC150220,Mniotilta varia,Mniotilta,varia,,Black-and-white Warbler,flight,,,0,2013-09-28,07:46,,Rating,28.6456,-80.7199,0,E,"all the same call but only last call was in flight, first calls while feeding",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"all the same call but only last call was in flight, first calls while feeding",none,success
XC150427,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0,2009-09-24,08:00,,Rating,-16.3334,-68.0417,4600,E,Natural flight calls from a single bird as it flew from edge of lake well above treeline.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural flight calls from a single bird as it flew from edge of lake well above treeline.,none,success
XC150428,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0,2009-09-24,08:30,,Rating,-16.3334,-68.0417,4600,E,Natural flight calls from a small group as it flew from edge of lake well above treeline.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural flight calls from a small group as it flew from edge of lake well above treeline.,none,success
XC151103,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,,0,2013-10-02,21:00,,Rating,31.9218,-109.1283,1400,E,"Popular public location outside of Portal, AZ. The bird was coming to a feeder and vocalized regularly as it approached.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Popular public location outside of Portal, AZ. The bird was coming to a feeder and vocalized regularly as it approached.",none,success
XC151283,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,0,2013-10-13,08:00,,Rating,42.6349,-88.141,240,E,"Several birds feeding on mud flats, calling as they flew from one location to another.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Several birds feeding on mud flats, calling as they flew from one location to another.",Killdeer Charadrius vociferus,success
XC152339,Chroicocephalus philadelphia,Chroicocephalus,philadelphia,,Bonaparte's Gull,call,,,0,2013-06-02,22:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,White-throated Sparrow Zonotrichia albicollis,success
XC152396,Mareca americana,Mareca,americana,,American Wigeon,call,,,0,2013-10-20,9:30,,Rating,35.0307,-120.6205,0,E,This recording is part of a longer recording that emphasizes the American Coot. It has been edited to de-emphasize the Coot.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,This recording is part of a longer recording that emphasizes the American Coot. It has been edited to de-emphasize the Coot.,Sora Porzana carolina,success
XC152413,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,call,,,0,2013-06-15,23:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC152456,Thryomanes bewickii,Thryomanes,bewickii,,Bewick's Wren,song,,,0,2013-10-15,12:00,,Rating,19.3163,-99.1917,2300,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC152476,Strix varia,Strix,varia,,Barred Owl,call,,,0,2013-08-31,22:00,,Rating,40.8918,-91.0756,220,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC152477,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,call,,,0,2013-10-14,18:00,,Rating,40.8918,-91.0756,220,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC152601,Bucephala albeola,Bucephala,albeola,,Bufflehead,call,,,0,2013-06-04,06:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC152873,Mareca americana,Mareca,americana,,American Wigeon,call,,,0,2013-06-02,05:00,,Rating,56.7264,-111.3803,260,E,"Simple low 2 note call given at 0:01, 0:06, 0:11, and 0:17",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Simple low 2 note call given at 0:01, 0:06, 0:11, and 0:17",Red-winged Blackbird Agelaius phoeniceus,success
XC152886,Spatula discors,Spatula,discors,,Blue-winged Teal,call,,,0,2013-06-07,04:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Lincoln's Sparrow Melospiza lincolnii,success
XC153020,Mareca americana,Mareca,americana,,American Wigeon,call,,,0,2013-06-21,04:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Lincoln's Sparrow Melospiza lincolnii,success
XC153035,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,"male, female",,0,2013-10-31,16:00,,Rating,44.962,-123.0572,50,E,"Recording level was normalized, no filtering applied. Used equipment - Tascam DR-100 with unidirectional built-in microphone. Some echo could be caused by parallel walls surrounding the recording location.",Creative Commons Attribution-ShareAlike 3.0,"Recording level was normalized, no filtering applied. Used equipment - Tascam DR-100 with unidirectional built-in microphone. Some echo could be caused by parallel walls surrounding the recording location.
Female was sitting in the middle of dense bush (2m from the ground) between two houses and producing series of clicking sounds.
This female visiting my feeder, located in 9 feet (3m) from bush mentioned above, many times every day at least for one month before this record was made. This is the",none,success
XC153179,Pica hudsonia,Pica,hudsonia,,Black-billed Magpie,call,,juvenile,0,2013-07-02,16:06,,Rating,51.7772,-103.5795,550,E,Birds in stand of Populus trees bordering a slough.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Birds in stand of Populus trees bordering a slough.
Same individuals as XC153246
Modifications: None",none,success
XC153246,Pica hudsonia,Pica,hudsonia,,Black-billed Magpie,call,,juvenile,0,2013-07-02,16:16,,Rating,51.7772,-103.5795,550,E,Same individuals and location as XC153179.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Same individuals and location as XC153179.
Modifications: None",none,success
XC153402,Certhia americana,Certhia,americana,,Brown Creeper,call,,,0,2013-07-17,09:00,,Rating,39.5747,-120.4725,2300,E,"natural vocalizations; various calls and songs from a bird moving a mid-height through fairly open, tall pine forest. Note especially the high-pitched series of calls at 1:30.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalizations; various calls and songs from a bird moving a mid-height through fairly open, tall pine forest. Note especially the high-pitched series of calls at 1:30.",none,success
XC153403,Certhia americana,Certhia,americana,,Brown Creeper,call,,,0,2013-07-17,09:00,,Rating,39.5747,-120.4725,2300,E,"natural vocalizations; calls and a couple of songs from a bird moving a mid-height through fairly open, tall pine forest.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalizations; calls and a couple of songs from a bird moving a mid-height through fairly open, tall pine forest.",none,success
XC153409,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,0,2012-11-27,07:13,,Rating,32.7802,-117.2154,0,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC153410,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,0,2011-11-30,07:32,,Rating,28.229,-80.813,0,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC153411,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,0,2012-11-27,07:37,,Rating,32.7802,-117.2154,0,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC153412,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,0,2012-11-27,07:39,,Rating,32.7802,-117.2154,0,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC153417,Strix varia,Strix,varia,,Barred Owl,song,,,0,2013-10-14,07:39,,Rating,28.5785,-80.9961,0,E,A couple of distant owls briefly calling back and forth in groves of trees in the middle of the marsh,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,A couple of distant owls briefly calling back and forth in groves of trees in the middle of the marsh,none,success
XC153438,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0,2013-04-07,09:09,,Rating,32.7765,-116.4505,1300,E,song in migration,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,song in migration,none,success
XC153440,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0,2013-04-22,12:04,,Rating,31.8978,-109.2181,1700,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Bridled Titmouse Baeolophus wollweberi,success
XC153442,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,call,,,0,2013-07-25,07:23,,Rating,31.7124,-110.8651,1800,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC153443,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0,2013-04-20,10:39,,Rating,33.9175,-111.4141,1800,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC153474,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0,2013-04-20,18:24,,Rating,33.3114,-110.8577,1700,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC153475,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0,2013-04-04,07:32,,Rating,32.6284,-117.0615,40,E,"on small tree in city park, singing jumbled song in migration",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"on small tree in city park, singing jumbled song in migration",House Finch Haemorhous mexicanus,success
XC153476,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,call,,,0,2013-04-04,07:36,,Rating,32.6284,-117.0615,40,E,"on small tree in city park, singing jumbled song in migration",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"on small tree in city park, singing jumbled song in migration",House Finch Haemorhous mexicanus,success
XC153478,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,call,,,0,2013-04-19,10:31,,Rating,33.2808,-116.4337,400,E,"in desert scrub in canyon, migrant",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"in desert scrub in canyon, migrant",none,success
XC153480,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,flight,,,0,2013-04-10,10:19,,Rating,32.706,-117.1036,50,E,"same as flight call, given while moving through tree, migrant in large park-like city cemetery",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"same as flight call, given while moving through tree, migrant in large park-like city cemetery",none,success
XC153483,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,call,,juvenile,0,2012-07-24,10:23,,Rating,31.7184,-110.8651,1800,E,perhaps begging juvenile?,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,perhaps begging juvenile?,White-breasted Nuthatch Sitta carolinensis,success
XC153552,Spinus tristis,Spinus,tristis,,American Goldfinch,call,male,,0,2013-05-01,12:00,,Rating,41.5221,-70.668,10,E,American Goldfinch male calling while hopping from branch to branch in a tree.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,American Goldfinch male calling while hopping from branch to branch in a tree.,none,success
XC153554,Icterus galbula,Icterus,galbula,,Baltimore Oriole,call,male,,0,2013-05-21,10:00,,Rating,41.5523,-70.6399,30,E,Male Baltimore Oriole Calling from the top of a tree. Edited for time.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Male Baltimore Oriole Calling from the top of a tree. Edited for time.,none,success
XC153556,Icterus galbula,Icterus,galbula,,Baltimore Oriole,begging,male,juvenile,0,2013-07-01,12:00,,Rating,41.5221,-70.668,10,E,Baltimore Oriole juveniles in the nest begging for food from the adult male. Ball-shaped nest was at the end of a low-hanging branch of a very large tulip tree outside my house.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Baltimore Oriole juveniles in the nest begging for food from the adult male. Ball-shaped nest was at the end of a low-hanging branch of a very large tulip tree outside my house.,none,success
XC153640,Pica hudsonia,Pica,hudsonia,,Black-billed Magpie,call,,,0,2013-06-24,22:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Black-billed Magpie Pica hudsonia,success
XC153786,Icterus galbula,Icterus,galbula,,Baltimore Oriole,begging,,juvenile,0,2013-07-13,17:30,,Rating,51.7772,-103.5795,550,E,"Calls from fledgling with well developed gape, full-length tail, somewhat scruffy plumage.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Calls from fledgling with well developed gape, full-length tail, somewhat scruffy plumage.",none,success
XC153860,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,call,,,0,2013-06-15,23:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Wilson's Snipe Gallinago delicata,success
XC153879,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,call,"male, female",adult,0,2013-07-23,07:00,,Rating,51.7717,-103.3602,550,E,"Calls from agitated adult female, perched.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Calls from agitated adult female, perched.",Sedge Wren Cistothorus stellaris,success
XC154092,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,call,,,0,2008-12-01,7:47,,Rating,10.430488,-84.00628,,E,"Recording equipment: Marantz Pmd 660+Parabola Saul mineroff with mic ME62. Comments: perched at 10m height, open area, rect at 40m. To access original .WAV file contact marceloa27(at)gmail.com",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Recording equipment: Marantz Pmd 660+Parabola Saul mineroff with mic ME62. Comments: perched at 10m height, open area, rect at 40m. To access original .WAV file contact marceloa27(at)gmail.com",none,success
XC154310,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,call,,,0,2013-07-19,14:00,,Rating,51.7772,-103.5795,550,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Red-winged Blackbird Agelaius phoeniceus,success
XC154449,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,call,,,0,2013-06-07,22:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Boreal chorus frog,success
XC154891,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,0,2013-07-13,18:54,,Rating,47.8534,-70.42,220,E,Habitat: mature mixed forest.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Habitat: mature mixed forest.,none,success
XC155039,Recurvirostra americana,Recurvirostra,americana,,American Avocet,call,,,0,2013-11-18,15:30,,Rating,29.766,-93.337,0,E,"Natural vocalizations from flock of ~300 birds as they roosted and foraged amid other roosting gulls, terns, pelicans, and shorebirds by jetty as tide coming in.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Natural vocalizations from flock of ~300 birds as they roosted and foraged amid other roosting gulls, terns, pelicans, and shorebirds by jetty as tide coming in.",Boat-tailed Grackle Quiscalus major,success
XC155357,Pica hudsonia,Pica,hudsonia,,Black-billed Magpie,call,,,0,2013-06-07,06:00,,Rating,56.7264,-111.3803,260,E,Meow-like call.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Meow-like call.,Tennessee Warbler Leiothlypis peregrina,success
XC155439,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0,2013-11-23,11:34,,Rating,41.751,-111.822,1400,E,"Vagrant, rare in this area. eBird checklist.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Vagrant, rare in this area. eBird checklist.",none,success
XC155440,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2013-11-08,14:02,,Rating,44.942,-93.259,260,E,Calls from a flock of approximately 30 birds in a large elm tree in residential neighborhood.,Creative Commons Attribution-ShareAlike 3.0,"Calls from a flock of approximately 30 birds in a large elm tree in residential neighborhood.
Windy. Recorded with parabolic mic and Olympus LS-10S.",none,success
XC155441,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2013-11-18,14:15,,Rating,44.942,-93.259,260,E,"Calls from an autumn flock of approximately 50 birds in a urban park. In addition to the standard 'caw' calls, there are several rattles, and a few soft, doubled hooting calls (e.g. 0:58, 1:06, 3:31) from a bird directly above my head.",Creative Commons Attribution-ShareAlike 3.0,"Calls from an autumn flock of approximately 50 birds in a urban park. In addition to the standard 'caw' calls, there are several rattles, and a few soft, doubled hooting calls (e.g. 0:58, 1:06, 3:31) from a bird directly above my head.
Recorded with internal mic of Olympus LS-10S. High pass filter @ 500Hz.",none,success
XC155548,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,,,0,2013-05-19,07:30,,Rating,51.7772,-103.5795,550,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Sedge Wren Cistothorus stellaris,success
XC156075,Pica hudsonia,Pica,hudsonia,,Black-billed Magpie,call,,,0,2013-06-05,04:00,,Rating,56.7264,-111.3803,260,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Red-winged Blackbird Agelaius phoeniceus,success
XC156195,Strix varia,Strix,varia,,Barred Owl,begging,,adult,0,2011-06-10,18:30,,Rating,48.433,-123.698,190,E,"Fledgling calls in foreground, and adult calls in background.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Fledgling calls in foreground, and adult calls in background.",.,success
XC156257,Hirundo rustica,Hirundo,rustica,,Barn Swallow,song,,,0,2012-08-02,13:30,,Rating,43.7132,5.3973,160,E,Birds around nests,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Birds around nests,none,success
XC156532,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,0,2011-03-24,18:00,,Rating,49.2116,-122.9045,80,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC156536,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0,2011-06-08,06:30,,Rating,48.49,-123.344,110,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC156643,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,0,2013-12-04,09:50,,Rating,40.349,-75.4336,110,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC156746,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,song,,,0,2011-05-13,05:30,,Rating,47.6584,-122.289,10,E,"Unique song dialect in this area. Somewhere between here and Vancouver, B.C. this dialect switches to the normal song type found across most of the range of BCCH; all BCCH in the Vancouver, B.C. area give the widespread ""hey sweetie"" song type.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Unique song dialect in this area. Somewhere between here and Vancouver, B.C. this dialect switches to the normal song type found across most of the range of BCCH; all BCCH in the Vancouver, B.C. area give the widespread ""hey sweetie"" song type.",none,success
XC156788,Spinus tristis,Spinus,tristis,,American Goldfinch,song,,,0,2012-03-21,14:30,,Rating,48.4414,-123.2988,10,E,"Chorus of song from wintering flock of ~25 birds, roosting inside a dense shrubby thicket.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Chorus of song from wintering flock of ~25 birds, roosting inside a dense shrubby thicket.",none,success
XC156822,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,,0,2013-12-05,13:00,,Rating,44.962,-123.0572,50,E,"Anna's Hummingbird male perching on the bush between two houses. Used equipment - Tascam DR-100, built-in unidirectional microphone. Record level normalized, high pass filter (2kHz) used to get rid of background street noise. Video available on Youtube http://www.youtube.com/watch?v=q85uU5EyRZg Photos available on Flickr http://www.flickr.com/photos/bushman_k/11229411255/",Creative Commons Attribution-ShareAlike 3.0,"Anna's Hummingbird male perching on the bush between two houses. Used equipment - Tascam DR-100, built-in unidirectional microphone. Record level normalized, high pass filter (2kHz) used to get rid of background street noise. Video available on Youtube http://www.youtube.com/watch?v=q85uU5EyRZg Photos available on Flickr http://www.flickr.com/photos/bushman_k/11229411255/",street noise. Video available on Youtube http://www.youtube.com/watch?v=q85uU5EyRZg Photos available on Flickr http://www.flickr.com/photos/bushman_k/11229411255/,success
XC157452,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,song,,,0,2013-07-05,10:00,,Rating,51.7772,-103.5795,550,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC157457,Spinus tristis,Spinus,tristis,,American Goldfinch,call,male,adult,0,2013-07-09,09:00,,Rating,51.7772,-103.5795,550,E,Buzzy scraping calls given by adult male in flight during lengthy aerial chase with another individual.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Buzzy scraping calls given by adult male in flight during lengthy aerial chase with another individual.,none,success
XC157459,Spatula discors,Spatula,discors,,Blue-winged Teal,call,"male, female",adult,0,2013-07-09,09:30,,Rating,51.7772,-103.5795,550,E,Calls from adult female given while leading 9 very recently fledged young. Recorded on iPhone using external mic.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Calls from adult female given while leading 9 very recently fledged young. Recorded on iPhone using external mic.,none,success
XC157462,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,call,,,0,2013-07-23,08:00,,Rating,51.777,-103.3548,550,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC157611,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0,2011-05-10,06:30,,Rating,48.4739,-123.3773,60,E,"Poor recording of somewhat jumbled song, preceded by a single contact call, from a bird on migration.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Poor recording of somewhat jumbled song, preceded by a single contact call, from a bird on migration.",none,success
XC157628,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,adult,0,2010-07-04,14:00,,Rating,59.792,-136.576,900,E,"""tink"" calls from agitated adult.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"""tink"" calls from agitated adult.",none,success
XC157638,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,song,,,0,2011-06-06,05:00,,Rating,48.485,-123.362,60,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC157666,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,male,,0,2013-12-12,09:48,,Rating,44.962,-123.0572,50,E,The same hummingbird male as on XC156822 successfully survived several sub-freezing cold nights and started his display song again after timeout he took for the cold weather. The only difference - previously he used high dead branch of Sequoia while currently he moved to the bush much closer to my heated feeder. High pass filter was used to remove street noise below 1.8kHz,Creative Commons Attribution-ShareAlike 3.0,The same hummingbird male as on XC156822 successfully survived several sub-freezing cold nights and started his display song again after timeout he took for the cold weather. The only difference - previously he used high dead branch of Sequoia while currently he moved to the bush much closer to my heated feeder. High pass filter was used to remove street noise below 1.8kHz,none,success
XC157677,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,0,2012-05-28,14:22,,Rating,62.885,-151.64,1600,E,Individual of two species in this clip. Likely migrating through the area.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Individual of two species in this clip. Likely migrating through the area.
Bill Evans: ""The periodic short modulated call that rises in pitch is Parkesia noveboracensis. The other, which descends in pitch and occurs in several short series as well as individually, is Anthus rubescens.""",Northern Waterthrush Parkesia noveboracensis,success
XC157759,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,0,2013-12-08,09:40,,Rating,40.1175,-75.0627,40,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC157776,Pica hudsonia,Pica,hudsonia,,Black-billed Magpie,call,,,0,2012-06-25,07:34,,Rating,63.5282,-149.8789,1072,E,Varied calls from two individuals.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Varied calls from two individuals.
In an open thicket of relatively tall (1.5 m) felt-leaf Salix and compact (0.3 m tall) Potentilla shrub. Ground cover was mainly sedges and grasses. Site was at the base of Polychrome Mountain and about 100 meters east of a tributary stream of the Toklat River (about 500-700 meters distant.)",none,success
XC157777,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,song,,,0,2012-06-21,11:44,,Rating,63.5282,-149.8789,1072,E,In an open thicket of relatively tall (1.5 m) felt-leaf Salix and compact (0.3 m tall) Potentilla shrub. Ground cover was mainly sedges and grasses. Site was at the base of Polychrome Mountain and about 100 meters east of a tributary stream of the Toklat River (about 500-700 meters distant.),Creative Commons Attribution-NonCommercial-ShareAlike 3.0,In an open thicket of relatively tall (1.5 m) felt-leaf Salix and compact (0.3 m tall) Potentilla shrub. Ground cover was mainly sedges and grasses. Site was at the base of Polychrome Mountain and about 100 meters east of a tributary stream of the Toklat River (about 500-700 meters distant.),White-crowned Sparrow Zonotrichia leucophrys,success
